,Review_text,Nouns
3078,Loved the product and here is the video in case if you want to check my experience,"case,experience,product,video"
3079,Loving it,
3080,Battery is not so very satisfied.,battery
3081,Good phone and value to money. Picture quality is good.,"value,quality,phone,picture,money"
3082,Nice phone,phone
3083,If some one ie reading my review which is belong to one plus care so pls take my phone back for freee,"phone,freee,care,plu,one,back,review"
3084,The phone keeps hanging every now and then. Keeps toggling between apps on it's own hindering the current activity. I need you to replace it ASAP.,"activity,phone,app"
3085,"Super camera. Gud battery not excellent, looking premium","premium,battery,camera"
3086,"Awesome phone worth for the price
Slow motion videos damn awesome","phone,worth,price,video,motion"
3087,Battery life is less else all things are up to expectations,"expectation,life,thing,battery"
3088,Very good performance. Pleased with the purchase,"purchase,performance"
3089,Good,
3090,Good product.......,product
3091,superb phone,phone
3092,Nicely very good phon,phon
3093,Nice,
3094,One of the best Premium quality mobile.,"mobile,premium,quality"
3095,Excellent,
3096,Excellent in all parameters,parameter
3097,"Camera : 5
Battery : 4
Looks : 4
Screen : 5
Performance : 5
Value for money :5
I got it for 27K without exchange. Totally worth the price.","performance,value,battery,look,price,exchange,camera,money,screen"
3098,Super,
3099,I luv it,
3100,Bought it during the Diwali Sale. It's an excellent product from OnePlus with amazing features at an unbeatable price. Battery life is amazing and can easily stretch >1.5 days with decent usage. Bought a battery bank alongside but don't see myself using the battery bank in near future.,"bank,oneplu,future,price,sale,battery,day,usage,life,feature,product"
3101,One of the best cell phones I have ever used ....,"cell,phone"
3102,camera quality can be more better,"camera,quality"
3103,I am not satisfied with night mode,"mode,night"
3104,awesome phone,phone
3105,Product is good but earphones are not there in box,"box,earphon,product"
3106,Above the expectations,expectation
3107,"Purchased ""The"" red colour finally. It looks stylish and you know rest everything about one plus 6.","everythe,colour"
3108,Never settle... The tagline is appropriate for this phone. Worth every penny. good product for this price range. Kudos to One Plus.,"phone,plu,kudo,price,penny,range,tagline,product"
3109,"Super fast mobile an not hangbul .. amazing picture quality. But only ther is no security for moblie when its has been loss or stolen.. the reason is it can be easily switch off .. so kindly update that security.. of when we want to switch off the mobile it should ask or security pin, pattern,or finger print ... Please solve the thank you ...","mobile,pattern,security,thank,hangbul,quality,picture,pin,print,reason,finger,moblie,update,ther"
3110,"One plus 6 is one of those phones you would not regret buying.. the picture quality is amazing, battery life is good, due to presence of one speaker the sound is not too loud but you won't face any problem.. overall great purchase go for it","purchase,quality,phone,picture,battery,presence,problem,sound,buy,speaker,life"
3111,"Running pretty smooth..
Battery life is good.. can run through a whole day morning to night from 100 percent battery with mobile data switched on the whole time and a moderate use of internet or YouTube throughout the day.
Impressed with the performance.","performance,percent,morne,battery,internet,night,datum,day,use,time,youtube,life"
3112,Nice phone. Price is high.,"price,phone"
3113,Ok... Good,
3114,Loved oneplus a lot used every model from oneplus very satisfied product,"lot,model,oneplu,product"
3115,Is display covered under warranty? I bought it on 24th May.,"may,display,warranty"
3116,Where is my bill?,bill
3117,Good phone,phone
3118,Dash charger. Amazing,"charger,dash"
3119,Sound quality is not as expected,"quality,sound"
3120,Awesome,
3121,Great product,product
3122,Great option under Rs.40000/-  picture quality fabulous....but one issue for mirror black model is very bad quality glass used for back side...easlybreak.,"gla,quality,picture,side,mirror,issue,back,option,model,easlybreak"
3123,Sound quality is good but little more sound would be better other than that best phone,"quality,phone,sound"
3124,Awesome product,product
3125,Awsome,
3126,"Very very Nice Phone..happy to use...!!!
Hate it ..as they have now launched the new OnePlus 6T.","oneplu,phone"
3127,Amazing phone great value for money,"value,money,phone"
3128,Excellent mobile better than iphones.,"mobile,iphone"
3129,Best phone with best features...,"phone,feature"
3130,Superb mobile.,mobile
3131,Excellent product and excellent service,"service,product"
3132,Works in weak signal also,"signal,work"
3133,Costly but worth. Have used it like for 1 year now. Havent face any issue. Camera is great. But night photos arent so good. worth 4 star.,"year,issue,star,night,camera,photo"
3134,"Camera 9/10
Battery 10/10
Sound 9/10
Screen 9/10
OS UI 10/10 (Almost stock Android)","android,battery,camera,sound,screen,stock"
3135,Awesome handset..,handset
3136,"If you are Android user, you may be comfortable with this product. But after using IOS based phones, you can easily make out the difference. The phone sound quality is having serious issues. The promiment  features like direct access of images and oter media while operating on various apps is entirely missing.
Auto brightness adjustment is aweful.","brightne,quality,phone,product,media,acce,issue,user,oter,difference,adjustment,sound,image,auto,app"
3137,The sound from the speakers is not upto the mark,"speaker,sound,mark"
3138,"Phone is really good, I live the battery life. Picture quality is not so great and sound quality is okay too as it doesn’t have good speakers. Doesn’t come wih headphones either.","headphone,quality,phone,picture,battery,sound,speaker,life"
3139,Good,
3140,Excellent device ever,device
3141,Overall awesome,
3142,Good buy. No issues in the past 3 months since I bought it other than a few hang ups. Very good battery life and UI.,"hang,battery,issue,month,buy,life"
3143,Everything,everythe
3144,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,
3145,Why earphones are not provided.,earphon
3146,Having a good experience on a new mob!!!!,"experience,mob"
3147,"Using it from more than 1 month no issue faced. Must say a complete all-rounder phone for the price I got on diwali sale after discounts & offers (23500)
1) Picture quality in daylight & in door condition very good & in low light it has improved a lot after new update
2) Sound quality via earphone is awesome with thirdparty music app, call quality is also good no issue faced but loud speaker quality is above average they could have given Stereo speaker
3 Battery life is very good in this phone consistently getting 7 to 7.5 hour SOT with wifi & close to 6 hour if use data.
Highly recommend it!!
Best features in oneplus 6
Fast charging
Software UI
Alert slider
Oveall performance","quality,music,condition,picture,issue,feature,rounder,performance,phone,daylight,earphone,slider,month,sot,use,door,update,sound,alert,oveall,wifi,app,offer,lot,hour,battery,datum,light,software,speaker,life,oneplu,price,sale,discount"
3148,Very good phone,phone
3149,NYC mobile tq very much,
3150,Very nice,
3151,Worth buying,buy
3152,Best ever smartphone,smartphone
3153,"Expectation from camera was little high. But still its good enough to match with some premium device.
Photos were out standing but lacking the same charm in video.","expectation,charm,video,camera,photo,device"
3154,"A perfect synergy of quality, value for money and technology.
Simply undefinably or unreviewable in words.. Best piece of tech that I have used.","value,technology,quality,tech,word,synergy,money,piece"
3155,"awesome, everything is perfect..  face unlock is an awesome... great optimized os. great hardware.. camera is good.. battery life is avarage but still good as having 6 inch display..","avarage,everythe,hardware,awesome,battery,inch,camera,display,face,unlock,life"
3156,value for money,"value,money"
3157,Except the battery life everything is pretty much perfect,"everythe,battery,life"
3158,Nice,
3159,A beast,beast
3160,"I have been using this phone for over a month now.
Overall rating: 8/10
Camera: 7/10 Very good (in good lighting condition), bokeh is also Ok but not the best. But given the price, it is one of the best.
Average (in low light). You will find graininess in the pictures.
Processor/Ram: 10/10 The phone is exceptionally fast. No lag at all. Some apps may get stuck occasionally but after some updates issue resolved.
Heating: I have played pubg, recorded videos, no heating issues so far.
Build quality: 9/10 build quality is good, gives a premium feel.
Dash charge: 10/10 That's one of the highlights, it gets charged very quickly with the USB C type l
Port. But it will charge quickly only through the adapter and cable supplied along with phone.
Face unlock/ fingerprint: 9/10 Almost perfect
Sound: 8/10 It has a decent sound output, with single speaker at the bottom, although not the best.
Cons:
Phone battery has started draining quite frequently after a recent update. It need to be resolved in further update.
Low light camera is just average. Newly introduced nightscape mode has  made some improvements but still it can be better. Also have to focus well and stay still to get a clear shot. Some times it takes tine to focus as well.
Overall It is a good choice in this price range. But If you already own one plus 5T, I don't think it is good to buy this.
 If you are looking for performance with a decent camera with dash charging, go for it without any doubt.","lag,quality,condition,picture,premium,pubg,adapter,issue,shoot,highlight,doubt,port,improvement,performance,heat,phone,bokeh,charge,month,range,type,camera,rat,sound,update,con,app,grainine,nightscape,feel,mode,battery,bottom,video,light,ram,time,choice,output,speaker,dash,cable,price,processor,usb,tine,build,fingerprint"
3161,It's a flagship killer.,"flagship,killer"
3162,I liked it,
3163,It's an amazing phone but in the box there is no warranty card.,"box,card,phone,warranty"
3164,"AS there is no provision for data card, transferring important data to PC is not smooth","provision,datum,card"
3165,One of the best phone in this price range....,"range,price,phone"
3166,Superb. picture quality is good. Battery back up alos decently good. With 4 g my phone is lasting for 12 hrs with internet usage.,"quality,phone,picture,battery,back,internet,usage"
3167,I've been using this device since a month has been completed now and I am completely impressed by the quality of performance and software usability and Optimisation as well as the camera quality is just perfect for the price we are paying for this phone only issue which we have is not just with this phone but every phone with this snapdragon 845 like poco F1 is the normal battery life and I hope in future update it might be fixed with a update .continious usage without gaming gives full day battery life but if i do gaming and normal usage together then battery life is lasting for just half of the day but overall it's a great phone with great specifications thank you oneplus.,"quality,usability,issue,performance,phone,month,camera,update,game,device,battery,optimisation,half,software,life,usage,oneplu,price,snapdragon,day,specification"
3168,battery so low. but charger make happy.,"charger,battery"
3169,Nice,
3170,Picture quality and sound quality is good,"picture,quality,sound"
3171,good mobile but rate is little much.,"mobile,rate"
3172,Best mobile ever,
3173,Nice phone,phone
3174,speekar is Small problem,"problem,speekar"
3175,Battery life is not good,"battery,life"
3176,The pics are awesome and the battery life is the best of all,"battery,life,pic"
3177,Overall not that great,
3178,"Great display and design. Performance is smooth , no lags so far, fast charging is really useful. Camera is good. Dual speakers would have been great, but still really awesome phone and it has headphone jack unlike the 6T","performance,lag,headphone,phone,charge,jack,camera,display,speaker,design"
3179,Best Phone Ever I seen 🤩,phone
3180,The best phone ever,phone
3181,I got,
3182,Best value for money‚ pretty fast,"value,money"
3183,Good,
3184,Great product.,product
3185,Very good,
3186,"No doubt SD845 is a beast, and this phone nails it. It comes with near to stock android experience by oxygen OS which is OnePlus custom UI for years,
The phone is blazing fast and it is pretty much self explanatory. I am writing this review at the time when OnePlus 6T has been already released and this phone is equivalent to it at all terms except sound quality as it doesn't have stereo speakers.
Rest be assured, your money is not going to be wasted. Absolutely worth purchasing in 2018.","oneplu,purchase,quality,rest,phone,beast,stereo,year,experience,time,oxygen,speaker,term,nail,self,sound,money,review,custom,stock"
3187,"What a phone!! What a phone!!
Full day battery. Lightening fast. Great speaker and screen. I had one plus one for 4 years and I upgraded it to one plus 6. My one plus one was still working like a charm when I upgraded :)","charm,phone,year,one,battery,day,speaker,screen"
3188,"Like-camera, os, dash charging.
Need to improve battery life.","camera,charge,life,battery"
3189,The phone is epic but also Amazon killed n it with offer,"amazon,phone,offer"
3190,"Everything is OnePlus than other devices !
I am an OnePlus fan, owned OnePlus X device previously.
Loved everything in my OnePlus from notch to dash charging port.
One cannot refuse this device @ ₹. 28,000
Thanks for Amazon Great Indian Sale & OnePlus !","everythe,oneplu,thank,fan,sale,amazon,devic,notch,device,port"
3191,Somehow I am not satisfied with the picture quality especially in low light photography,"picture,photography,quality"
3192,Product according to information I have,"information,product"
3193,good,
3194,This product is good. User friendly,"user,product"
3195,Yes like,
3196,"I am writing this review after using of 3 months.
Front camera - 4/5(night shots is little bit blurry)
Rear camera - 5/5
Speed - 5/5
Sound - 5/5
Battery life - 4/5
Battery charging - 5/5
Other features are so good with your regular use....","bite,spee,battery,shot,month,use,front,camera,rear,sound,review,life,feature"
3197,Best,
3198,"What’s good:
1. Close to Stock android experience.
2. Battery life is decent
3. Rear camera
What needs improvement:
1. Front camera has a glitch(photo quality is hit or miss)
2. Fingerprint sensor some times it won’t recognise, but otherwise it’s one of the fastest.
3. Some random software glitches.
Overall it’s a good phone.","improvement,android,quality,phone,fingerprint,battery,experience,sensor,glitche,camera,front,time,rear,software,life,stock"
3199,Very nice so cool phone,phone
3200,Nice,
3201,"Excellent phone. Picture quality is one of the best. Battery last for full day with calling, internet browsing, mail access and YouTube. Haven't used for gaming yet. Speaker at the bottom of phone, sound quality is just average.","call,quality,phone,browse,game,picture,acce,battery,internet,bottom,mail,day,speaker,sound,youtube"
3202,Awesome,
3203,Overall a reliable phone...,phone
3204,Super phone,phone
3205,Fabulous phone,phone
3206,"When we take a photo of a moving object it gives us a shake photo""picture quality""and if we take a nonmoving thing this camera is the best","the,camera,object,shake,photo"
3207,👍 One plus,
3208,Amazing mobile with fast charging and super fast gaming speed,"mobile,charge,spee,game"
3209,Great,
3210,Best ever phone I have used after using I phone 8 bettery back was amazing picture quality user interface also amazing,"quality,phone,interface,picture,back,user,bettery"
3211,Awesome phone. Great value...,"value,phone"
3212,A true flagship killer,"flagship,killer"
3213,good,
3214,"Every thing is great about the phone. But Camera quality is not upto the mark.
Apart from the camera, every thing else impresses!!","quality,phone,mark,the,camera,impres"
3215,Superb !,
3216,Superb,
3217,Awesome,
3218,Unbeatable phone.....best ever fingerprint and face lock among all androids.,"fingerprint,android,phone,lock"
3219,Superb,
3220,Like,
3221,The cost was very high for this Android phone.,"cost,phone"
3222,"Picture quality is awesome.
Sound isn't that great and most of the time unable to hear the calls","call,quality,picture,sound,time"
3223,"Overall an awesome phone but somewhere felt the loudspeaker could've been better, louder. Camera is the best at the given price point. Overall a great phone for the price.","phone,loudspeaker,price,point,camera"
3224,I love this Phone.....🤩🤩🤩🤩🤩,phone
3225,Very nice phone with good features. Loved it,"phone,feature"
3226,never expexcted such crap from one plus my new phone is just completely off n not strting only it sucks atlst it proved chinese brand is chinese brand apple iphone takes money but never gives crap prdc like this,"phone,apple,crap,prdc,iphone,brand,money"
3227,Picture quality is awsome,"picture,quality"
3228,Excellent,
3229,Everything is too good... But after updating software am facing brightness problem..,"everythe,software,brightne,problem"
3230,Plus for Everything except battery. But regular updates are improving everything,"everythe,battery,update"
3231,"Initially there were UI lags.. after the recent update to 9.0.2, no lags visible... Camera portrait mode lacks perfection... Screen brightness low in the outdoor.. hope they fix screen brightness issues in the next update","lag,brightne,outdoor,mode,issue,portrait,camera,perfection,update,screen"
3232,Awesome phone,phone
3233,"Good. I wish sound quality could have been much better as i used one plus x for 2 years and therefore, i can easily differentiate between...","plu,year,quality,sound"
3234,Excellent mobile by one+,mobile
3235,Superb,
3236,"Battery backup is very very low.. it gives a max screen time of 5 hrs.... Battery drops even on standby mode very fast..
Otherwise phone is very good","phone,mode,battery,backup,time,screen,max"
3237,"Received this phone on the 24th October, 2018.
I was hyped when I received it. After a few days of usage... I submerged it under water. Twas my bad. Now, the screen is gone, sound clarity not as before. The phone is slow. Touchscreen not working. SIM reader affected.
My advice: FOLLOW THE INSTRUCTIONS.  Just because the phone is an IP 67 rated... DO NOT RISK IT!!! I REPEAT... DO NOT RISK IT!!!
there goes my 40k phone. 😑
Bought it online so... anyone knows the service centre is in NE India, please advise.","water,india,screen,centre,phone,reader,instruction,day,touchscreen,clarity,sound,service,advice,anyone,usage,october"
3238,One plus is Good product overall. But Samsung better in few things. More user friendly products. They are better priced though.,"user,thing,product"
3239,Great phone with extra ordinary specs,"spec,phone"
3240,Stand-by of battery in ideal period needs improvement.,"improvement,battery,period"
3241,I am satisfied with that product.. Thank you so much Amazon pay for the gift card,"card,gift,product"
3242,"Awesome picture quality, sound is great but battery is ok type","quality,picture,battery,type,sound"
3243,Best phone in one plus,phone
3244,"Best phone 1+6 in this price rang
Better camera, and nite mode is superrrr,
Good battery backup no hanging issue","phone,mode,price,battery,issue,backup,camera,hang"
3245,Best of all,
3246,The best in mobile industry,industry
3247,Battery life,"battery,life"
3248,Best Phone. That's it.,phone
3249,Best phone.....dash charging is the most amazing and reliable feature.....good job OnePlus team,"oneplu,team,phone,charge,dash,feature,job"
3250,Best phone in market...totally worth it,"phone,market"
3251,"Amazing phone, buttery smooth operation, great camera. Plus gets timely Android updates, free of bloatware. There is not much to disagree with. No IP rating or wireless charging are not such deal breakers.","phone,bloatware,operation,charge,deal,wirele,rat,camera,breaker,update"
3252,Perfect smartphone,smartphone
3253,Picture quality,"picture,quality"
3254,Best phone ever used.,phone
3255,Everything is just awesome!,everythe
3256,Nice,
3257,All features are good,feature
3258,Bettery issue,"issue,bettery"
3259,smooth swift gr8 quality,quality
3260,"Camera and battery life is ok type, not so good.. otherwise its a beast in smart phones..","phone,beast,battery,type,camera,life"
3261,Superb. Simply go for it.,
3262,"Picture quality,sound ok but battery life not satisfied","quality,picture,battery,sound,life"
3263,"The phone offers a lot for the price. Since you are here, you would already know the pros of the phone. The downside of the phone that you need to keep in mind while making the purchase is about the speaker.  The single firing speaker on the bottom is below par.  Also, though the phone is very slim I felt it is a bit heavy.","bite,purchase,mind,downside,pro,phone,lot,price,par,bottom,speaker,fire"
3264,"Picture Quality Too Good
Looks
Sound
Desing
Everthing 1 No.","quality,picture,dese,look,sound"
3265,"I have been using OnePlus 6 from past 2 months, good phone to use with no bad reviews","oneplu,review,phone,month"
3266,DON'T THINK JUST BUY IT,
3267,Best phone in this price,"price,phone"
3268,Ok,
3269,Excellent,
3270,"It was a decision after a lot of research from various sources and first-hand reviews from people already purchased the phone to go ahead with this phone - I won't ever regret this purchase!
I was a die-hard Sony fan but had to choose alternatives as it failed to keep up with current expectations and features except for the sound quality with its proprietary music player and camera quality.
But with the  Sony camera sensors + OLED screen + Snapdragon 845 + Oxygen OS = no regret
Phone providing all the expected performance and with regular software updates and android 9 running smoothly - no complaints !!","android,quality,music,complaint,person,oxygen,feature,performance,player,phone,source,research,camera,sound,update,regret,purchase,expectation,alternative,lot,software,screen,review,sony,hand,fan,snapdragon,sensor,decision"
3271,Good,
3272,Very nice phone,phone
3273,"Picture quality is up to the mark, sound of loudspeaker is pretty cool & handsfree sound is good, battery life for massive user is around 8 hr, processor is damn fastest, camera quality is as compare to 70k ₹ i-phone mobiles, look is so mu4 premium","mobile,quality,phone,loudspeaker,mark,picture,premium,battery,processor,compare,user,camera,sound,life"
3274,Board complaint....and poor service by the service center ( ernakulam),"ernakulam,complaint,center,board,service"
3275,"Got this awesome phone and let me tell you I was practically jumping with joy! The phone looks great , picture quality is awesome and battery life is suberb! The package came one day earlier and the packaging was great! Overall it went well for me... That's The Speed I Need !","spee,package,quality,phone,joy,picture,battery,day,suberb,life"
3276,A good buy.,buy
3277,So good,
3278,This is predecessor of 6t even though it has all the functionality of OnePlus 6t. It has got the upgraded Android 9 Pie and also Nightscape mode as well. I bought just weeks before the launch of 6t and I'm so happy about it.,"predecessor,android,oneplu,nightscape,mode,launch,functionality,pie,week"
3279,Awesome product,product
3280,It is One plus 6,
3281,Worth buying,buy
3282,"Overall the phone is a good purchase,battery life is also good ,phone also gives you great clicks","purchase,phone,battery,click,life"
3283,Phone some time automatically off poor quality I think Samsung and I phone is better,"quality,phone,time"
3284,Great mobile to buy,mobile
3285,"After 2 update my phone facing some problem in portrait mode. Unable to focus object. And object is also under 2metter but my phone getting trouble to focus object. And I also compare with another phone who not updated.
I brought this phone only for photography.
Please resolve this problem in next update.","phone,mode,photography,portrait,problem,object,update,trouble"
3286,photo clarity is good but seems little over done with artificial look,"photo,look,clarity"
3287,"Just go for it..
Best phone out in the market..
sound quality is just amazing
Battery life is the best... i can easily play 6-7 pubg matches for one cycle.. ( just saying for ur understanding)
Dash charging is mind blowing..","mind,quality,phone,charge,battery,pubg,match,life,sound,understand,market,dash,cycle"
3288,Poor battery life when playing online games.,"battery,life,game"
3289,Very nice mobile but battery backup good but not great..,"mobile,battery"
3290,"You cannot ask for more from a phone at this price. Absolutely no lag at all and works like magic.
It would take some time to get adjusted with the size, if you had been on a 5 inch phone before, but afterwards you won't feel putting that down.
Tried few heavy games PUBG & Asphalt 9 and worked like a cake.
Love the parallel apps feature and the level of customization you can do.
highly recommended.","lag,phone,cake,magic,asphalt,size,price,pubg,customization,inch,time,game,level,app"
3291,Nice one,
3292,Picture quality is good but sound quality is not good ...,"picture,quality,sound"
3293,Everything is superb.. Worth making. Picture even in night is excellent.. But some the finger print senser does not work proper..,"everythe,picture,print,night,finger,senser"
3294,Performance was gud awesome camera nice picture quality but low battery capacity and dash charging was lit😍,"performance,quality,picture,charge,battery,capacity,camera,dash"
3295,Average,
3296,"Used One Plus 5, 6,  6T  Loved it",
3297,The best phone and fastest one till date.. If you are a gamer then there is nothing best in the market for you. PUBG gameplay is smoothest of all the phone I've played on. Graphics are like realistic.,"phone,pubg,date,nothe,gameplay,graphic,market"
3298,Slow motion is not working on low light....over all mobile is awesome...,"mobile,light,motion"
3299,The best value for money phone after poco f1.,"value,money,phone"
3300,Best phone with this configuration and awesome deal by amazon..,"configuration,phone,amazon,deal"
3301,Nice phone,phone
3302,It's best mobile,
3303,The Best mobile in Market,"mobile,market"
3304,I have been using it for quite some time. And no complains yet.,"complain,time"
3305,Amazing phone..best flagship phone in market,"flagship,phone,market"
3306,Nothing,nothe
3307,Go for it if you are looking for a budget phone with features of Samsung Flagship Phones,"flagship,phone,feature,budget"
3308,Good,
3309,Good phone but battery life not as per expectation,"expectation,life,phone,battery"
3310,"most buyers can't imagine it's still usb2, yup it's true",buyer
3311,"Awesome Phone for gaming, pictures quality great but good pixel 2 is better in compare to camera quality, sound quality is also good, battery life is ok type.","quality,phone,pixel,picture,battery,compare,type,camera,sound,game,life"
3312,Poor quality camera worst video recording even 10k phone will give you better picture quality than this. Only thing I like is face unlock and dash charging. One plus 5 has better sound compared to this one . Good battery life till now. Before buying just compair mi 6 pro (13000) and this one (40000). MI is far better than this. I made Wong decision to buy this one.,"compair,quality,phone,picture,charge,battery,one,video,the,camera,sound,face,decision,unlock,life"
3313,Nice handset by oneplus sound quality is not so good its below average. Battery life is adequate and camera performance is awesome,"performance,quality,handset,average,battery,camera,sound,life"
3314,Good,
3315,Goodnight,goodnight
3316,good phone,phone
3317,Battery life 10hrs only,"battery,life"
3318,Best price for this quality !! Simple,"price,quality"
3319,👍,
3320,Perfect!! So happy with the purchase. In love with my one plus 6.,"purchase,love"
3321,Super,
3322,Excellent Phone...this is my second device from one plus,"phone,device"
3323,Satisfaction beyond expectations,"satisfaction,expectation"
3324,Overall good phone,phone
3325,Excellent picture quality,"picture,quality"
3326,A1,
3327,Super,
3328,Excellent mobile,mobile
3329,both.R the best,
3330,Very nice mobile,mobile
3331,Best to buy,
3332,Proud to have one plus.. Fantastic product...,product
3333,Good,
3334,Worst phone. Worst picture quality. Completely blurred each and every photo. Worst than Samsung j7. Updates are pathetic. Each update adding more problems.,"quality,phone,picture,problem,update,photo"
3335,One of the best phone ever seen... Picture quality is great and having awesome features,"picture,phone,quality,feature"
3336,My dream phone,"dream,phone"
3337,Phone is good but expected more,phone
3338,Love it ..... I am a IOS user .... But this is a different experience. It is damn smooth and battery life is so good ... It's awesome,"user,experience,battery,life"
3339,Everything is good,everythe
3340,Only thing that annoying me is the phone's inability to capture quality pictures in low light conditions.,"quality,phone,inability,condition,picture,the"
3341,Nothing,nothe
3342,"Review after 2months usage. Pros- good picture quality, both cameras are excellent, sound is good. Good battery life.Cons - the apps like SBI , ICICI, food Panda taking too much time to open even after upgradation of OS. The second sim slot is not working properly. It will be active with full signal strength only but gives switched off response to other callers and for second slim slot some time OTPs will come very late. Something wrong with second sim slot. No headset will be given with purchase. Other than that very good mobile.","upgradation,quality,food,picture,sim,response,icici,camera,sound,otp,sbi,app,caller,purchase,someth,battery,time,review,strength,usage,mobile,panda,signal,headset,slot"
3343,Excellent,
3344,Little big to hold in one hand especially for women .,"woman,hand"
3345,"You could mention ""picture quality"", ""sound quality"" and ""battery life""","quality,picture,battery,sound,life"
3346,Very good,
3347,Fabulous,
3348,I one word to describe this phone is just awesome,"word,phone"
3349,Great,
3350,Phone was not working properly need to repalace the phone,phone
3351,"The camera is perfect unlike other phone and discharge is fast ,but ultra charger saves the phone by it's fast charge.Sound is moderate.","charger,camera,phone,discharge"
3352,I loved this phone.  Really.  Worth of money,"money,phone"
3353,All r gud in the one plus 6... This phone is better than others like samsung.,"other,phone,gud"
3354,"The phone is great except for the camera and sound. Pictures are average and in low light conditions its worse. Sound is average. Apart from these two disadvantages, phone is great.","phone,condition,picture,disadvantage,light,camera,sound"
3355,Best in all aspects...,aspect
3356,Good,
3357,When I got the Mobile 1st Two Week Was working Nice After it is giving Trouble Display is not Working In Coming Call i can Receive after few minutes Display Go Black I have Restart the Mobile & See I called to Oneplus Community But No Solution Pls Help out me in this,"mobile,solution,call,restart,minut,display,community,week,trouble"
3358,Dammm!! What would anyone would describe about OnePlus! Master at Speed and lover of RAM management!!Stunner at Oxy Os!! But a student at Camera and battery quality!! That's it ..,"spee,oneplu,quality,student,dammm,oxy,battery,ram,camera,anyone,master,lover"
3359,It's a great phone but still picture can't compete with iPhones pictures. Lacking behind..!!,"iphone,picture,phone"
3360,Good,
3361,"Best mobile @35k
Superb performance
No accessories (ear phones)","accessory,performance,ear,phone"
3362,good,
3363,"Great performance and battery life.
Captures great pics at daylight. Average pics at night.
But had face some minor UI gitches.
Overall a great phone with competitive price.","performance,phone,pic,daylight,battery,price,night,face,life,gitche"
3364,Picture quality,"picture,quality"
3365,Good,
3366,Great product,product
3367,"Perfect phone for the users, got it at a discounted price...overall very happy with the phone","user,price,phone"
3368,The Speed You Need seems to be correct,spee
3369,Superb product heartly loved it 😘😘,product
3370,Love this phone. Have been using for atleast 5 months now. Haven't faced any issue yet. Amazing touch and camera. Good speed and have no hanging issues which we face with Samsung phones,"spee,phone,issue,month,camera,touch"
3371,Sound quality is not up to expectation sometime .. switched from iPhone and it looks like amazing experience in comparison to iPhone,"quality,experience,sound,iphone,comparison"
3372,Good,
3373,The best smartphone ever..m luving it,smartphone
3374,nice phone but  there vs problem with slow motion video,"phone,problem,motion,video"
3375,"Amazing phone.Picture quality, Sound Quality and Battery life is amazing.Best phone in this range.look is amazing of this phone.Best buy","quality,phone,battery,sound,buy,life"
3376,Awesome camera and superb speed...,"spee,camera"
3377,Nice,
3378,No words for oneplus . Sinply superb,"word,oneplu"
3379,"It's very fast, & the charging is fastest I have ever seen.",charge
3380,Best product,product
3381,Battery is very disappointed,battery
3382,It's a good buy.,buy
3383,The one phone you wish you had,phone
3384,"Based on my experience so far:
Pros
1. Speed - there's simply no match for it, you can open any number of apps simultaneously and it won't crash with 8 gigs of ram and Snapdragon 845 processor.
2. Display - looks good and the phone looks like a premium handset.
3. Price - got it at 35k (at a discount of 5k) when the last few pieces were available. Considering that 6T with minor upgrade for battery is priced at 42k (8 GB + 128 GB), this is value for money.
4. It's got a 3.5 mm jack - absent in 6T. Say what you want - 3.5 mm jack is currently a must for sound quality with good headphones and convenience (consider the inconvenience of carrying  a USB C adaptor etc.)
5. Good battery life - should easily get you thru the day even after heavy usage. Charging is also quick with the dash charge technology.
Cons:-
1. Sound quality on mono bottom firing speaker and earpiece is not on par with stereo speakers of my previous budget handset - Moto G4 plus.
2. No SD card - but this is compensated adequately if you have 128 gigs of internal storage
3. It's a glass back - need to handle delicately - can't imagine dropping it even with a back silicon cover.","spee,card,technology,quality,handset,gla,budget,storage,gig,piece,phone,earpiece,must,adaptor,charge,experience,jack,back,look,silicon,sound,number,money,upgrade,app,value,headphone,pro,absent,battery,cover,ram,moto,display,match,speaker,life,usage,dash,inconvenience,convenience,nee,processor,price,par,snapdragon,day,usb,discount,fire"
3385,5 star,star
3386,"Jus wanna let you know that believe me... One plus 6T is kinda have same speed as 1+6.
The touch response of one+ phone is no doubt.. awsome... But 6T lags a bit .
REst enjoy .. gaming ... And watxhing movies and all in a large screen","bite,spee,rest,phone,touch,doubt,enjoy,movie,game,screen,response"
3387,Good for PUBG 😋,pubg
3388,Very good phone with specialy high performance,"specialy,performance,phone"
3389,Am very happy to have the product. Little dissappointed is the battery life only.,"battery,life,product"
3390,Value for money.,"value,money"
3391,"Awsome device just go for it
Using from 1 month but no issues","month,issue,device"
3392,Superb,
3393,Awesome,
3394,Best phone for the price,"price,phone"
3395,This is a wonderful Phone. It only has some glitches with the inbuilt messaging app. I rather need to use the Truecaller messaging app instead. Rest the phone is quite responsive.,"app,glitche,phone,truecaller"
3396,"Camera is ok, but it's a great phone, period","camera,phone,period"
3397,A best mobile to go with.. though the price is slightly high but its worth,"mobile,price,worth"
3398,Best Android Phone,phone
3399,Nice,
