,Review_text,Nouns
10393,Best in market in that range👍,"market,range"
1079,Best smartphone in budget this budget segment,"segment,smartphone,budget"
3715,"I am very happy with one plus 6 ,best Android phone , Everything is good except it heats sometimes","phone,everyth"
2157,Good,
5634,I have use it only a month and its display is not working ...,"display,use,month"
7949,Best Mobile,mobile
963,"Great phone  with Great snappy software and camera, i really like its software and main reason i bought it and camera is really decent and more than enough for me","software,phone,camera,reason"
7037,Probably the best smartphone with this price range,"price,smartphone,range"
4551,As awesome as oneplus predecessors...,predecessor
1556,"Liked the display, good camera, smooth touch,  clear sound, price bit high, would rate 4 out of 5, overall no regret","price,touch,sound,camera,display,regret,bite"
9588,Only one sim card working unhappy with that kind of phone,"sim,kind,card,phone"
2081,"Full fill all your requirement like speed , camera quality and fast battery charger.","spee,requirement,quality,charger,battery,camera,fill"
7755,Ultimate flagship killer. Pure and extreme speed and got Android Pie update as well. Great product.,"spee,pie,flagship,killer,update,product"
7582,"One Plus 6 is an excellent phone for the price. The look and feel of the phone is very rich.
Processor is really fast. No hanging and heating issues. Battery life with normal usage is about 2 Days as of now (without gaming). Camera is also very good. Fingerprint sensor and face unlock are lighting fast. So is the charging with the Type C Dash Charger. It has also got the Android Pie update recently.
The only negative point is no earphones in the box.","look,life,face,pie,charger,battery,price,heat,day,issue,update,usage,game,hang,processor,fingerprint,earphone,unlock,point,camera,type,phone,dash,box,sensor,charge"
6446,Good,
1603,Good phone,phone
8018,Awesome,
5197,Very good phone among the ones available in the market today.,"market,phone,one,today"
3565,Good,
7380,EVERYTHING YOU WANT.. YOU GET IN THIS MASTERPIECE.. The best phone for,"phone,masterpiece,everyth"
6423,Excellent,
6813,Very good phone.. camera quality is just awesome and speed (Ram)  UI is little  bit boring...sound quality is good but need to be more loud and head phone is missing in box...,"ram,head,spee,phone,sound,quality,box,camera,bite"
3499,Love it for speed & performance,"spee,performance"
5678,Take my money again,money
9626,"I bought this phone for my brother in law, so i have no personal experience to share regarding the usage of the phone. But I am using 3T device for the last one and a half year and 3T is an awwwwwwesome device. Considering this i am 110% sure that 1+6 should be way more better than 3T. My brother in law is also very satisfied with this phone.  Hope i can upgrade my 3T next year or next to next year with 1+7 or 1+8 😁😁😁","device,phone,experience,year,brother,law,usage,one"
1049,It's the Best you can get in 30-40 price bracket. Or you can go for 6T. It works as per the expectations. Loved this.,"expectation,bracket,price"
8468,Phone is overall good,phone
9604,Good,
6753,"Photos quality good.
Battery backup is not improved from oneplus5.
Notoch is not better..
Sound quality in speaker is very loud and not preferable option to play music.
Headphone sound quality is good.
Dash charging is good
Overal not good as compared with 40k","music,headphone,option,photo,backup,dash,sound,quality,battery,notoch,speaker,charge"
4542,"Positive:
Awesome phone...worth buying for picture and sound quality. Great experience as of now.
Purchased on 15th Oct'18
Negative:
Kindle app not working. If Amazon can share the purpose of including Kindle app?
Battery life could have been slightly better..","phone,life,kindle,amazon,experience,sound,quality,battery,purpose,picture,app"
9411,"Very nice product,nice display, picture quality is excellent😍","display,quality,picture,product"
10016,Good quality and,quality
6476,Wow product,product
8717,"Nothing to dislike. Everything is awesome, speed, camera, looks, value for money. Fast charging is really very fast.","value,spee,money,camera,nothe,charge,everyth"
6975,An Excellent phone that I ever seen!,phone
6934,Everything is superb...... lovely....one plus 6,everyth
1344,"Looks Awesome
Gaming mode is great
Graphics awesome
Camera in this price range is good.","graphic,price,mode,camera,range,game"
10381,Every day it's a great experience to use my Oneplus 6 on my daily routine.,"experience,routine,oneplu,day"
7238,Excellent,
2625,Value for money,"value,money"
4334,Really nice and sturdy phone.Got a good deal and Amazon shipped it on time.Charging is not as fast as it claims but still fast enough.Picture quality is good and battery backup is good as well.Oneplus has lived up to its expectations,"expectation,deal,quality,battery,backup"
7013,Great,
9940,"Oxygen OS is awesome
AMoled panel 5 star
Battery,speaker needs improvement.","speaker,battery,panel,star,improvement,oxygen"
2903,Best mobile in world,"mobile,world"
7421,Best premium smart phone in all segments under reasonable price,"price,premium,phone,segment"
3035,"This product is awesome and its performance is hasle free
It is worth for money.
Dislike: I didn't try any harder to test it's apart from my regular usage. If ever I come across, I will definitely share","product,usage,performance,money,hasle"
85,Very good product go head,"head,product"
6029,Low light camera quality can be improved,"quality,camera"
10419,I like this fhone,fhone
7521,"Honestly,this is my third OnePlus phone. And it's awesome.
After 1 week of uses, the best anroid phone I have ever used.","week,use,oneplu,phone"
2947,Quality of the phone is bad.. don't know how it cracked... Please help in replacement of the back of the phone. Please see photo for reference.,"photo,back,phone,quality,reference,replacement"
9305,Great pho,pho
2371,Amazing phn,phn
3684,They are spoiling you by offering the best handsets at lesser prices than most big brands.. My second one+ and it's outstanding.,"brand,price,handset"
1062,Best smartphone in the market at this price....can feel the speed....camera is fabulous....very very good product by Amazon....a classy one.....,"price,spee,amazon,market,camera,product,smartphone"
7689,PHONES ARE ALWAYS BEST ON AMAZON,"phone,amazon"
1963,Best,
2265,Good,
3351,"The camera is perfect unlike other phone and discharge is fast ,but ultra charger saves the phone by it's fast charge.Sound is moderate.","phone,charger,discharge,camera"
9470,Very bad express with one puls 6 in mani problems hou can return i am amazon prime customer please help,"customer,expre,pul,problem,mani"
10070,Very good mobile overall,mobile
5362,"The OS should be more user friendly especially in the Gallery function.
Even if the camera contains f/1.7 aperture its camera quality does not match with Samsung s7 and further series, probably its due to lack of dual pixel pdaf, hence is expected in its upcoming series.
Ow overall functionality -great.","lack,function,pdaf,aperture,pixel,serie,quality,camera,user,functionality,gallery"
5300,Brilliant phone,phone
6259,All qualities of this product is too good,"qualitie,product"
7992,Awesome!!!!!!!!,
9646,Awesome mobile. Good battery charging as well as battery back up. I love the camera.,"mobile,battery,back,camera"
7244,Sound quality  not good and battery  standard,"sound,quality,battery,standard"
389,Best,
6074,Best of best mobile in this price,"mobile,price"
1991,Vibration is not working,vibration
1196,"I don't have to review for oneplus mobile company.
These guys are already giving a best smartphone in such good price.
Still overall I liked the product.","guy,price,mobile,company,smartphone,product"
2692,They should be given full kit like earphone and tempered glass etc .. the phone is easy to handle pretty good,"gla,kit,earphone,phone"
891,One plus always surprises us with its camera quality and fast processings and this phone is one of its best example for high end phones.,"end,example,phone,quality,processing,camera"
