Review Text,Review Rating
"Awesome Mobile
Everything is good.",4
Nice phone but camera could have been better,5
Very good,5
Suchaa piece,5
Excellent product,5
"""The speed you need""-exactly suitable tagline. Display is beautiful and you get the feel of holding a premium smartphone in your hand.",5
Excellent,5
Good n exccelant,5
"It's super fast, app open up in a jiffy, downloads are quick.  The camera is a treat. The battery life is sufficient as it charges very fast.  All in all one would not regret.",5
This is really worth. Must buy,5
Very good,5
It is superb phone .. amazing camera,5
Everything is good but delivery worst of worst,5
One plus is always ON ONE.,5
Good Quality and nice update gives the phone an elegant look,5
Fantastic picture quality. Even though it’s 5.5 inch but easy to handle.,4
Good,4
"Don't spend so much on a phone.. Similar features come in Rs 15,000",1
Super,4
Everything is ok,5
Battery draining very fast like normal smartphones. Performance was goood,4
"Excellent phone
I have been using I phone 6 before this
It is far better than that",5
Good product,5
Simply superb,5
"Awesome smart phone, flagship killer, speed you need",5
"I like this product very much.
Has everything what I opted for.",5
Best one,5
Verry nice mobile battery life 4 hours,5
Very good,5
Excellent mobile... Worth buying,4
Simply awesome,5
"Good,.....",5
great product got at good discounted rate,5
Good,5
Good picture quality,4
"New update causing following issue
Battery draining fastly
Speed slow",5
Only the battery is the issue,5
Best killer phone in market,5
Best In all,5
Super mobile,5
Nice,5
Superb..worth Money,5
All features good ultimate phone wow thank for one plus,5
Great performance great battery great camera,4
"Awesome product... Never had a phone so fast, battery life is good, picture quality is very nice, camera is awesome..gives dslr quality pictures",5
"I bought it for a friend, the product is as it says one plus from the others. Best of price. Great in aspe t of sound and picture quality.",5
Unexpected,5
Love it,5
The headphones Jack is making an issue .. the recorded voice in that comes with a disturbed voice ... I don't know how to approach and where to approach regarding this issue .. hope you can guide me,4
Fabulous speed,5
Not received invoice copy in the package.Kindly arrange the same,5
Good,5
"Overall it's pretty good but after the update for pie it is not that good in taking photos and somehow is lagging.
Dash charger is pretty awesome.
I am happy with my purchase.",5
No one,5
No words.. guys go for it....😍😍😍😘😘😘😘,5
Excellent,5
As far as picture quality is good and batter life is super.,5
Awesome,5
"Well I m a regularly user of one plus I had purchased earlier one plus 3 t but me facing problem with the phone
Whenever I get a call it doesn't get displayed on the screen it just rings
It's too difficult to identify who is calling
Secondly it is giving problem while switching on the mobile once it's switched off request assistance plz",1
"A real performer.
You can't downgrade to a lower model once you get used with OnePlus killer",5
"Picture quality is prettie good .. sound quality is fine ,all over nice phone",5
Nice,5
When you start using it.. you will never settle.. it really works as good as their tag...,5
i really like this...with oxygen verson 9,5
"I have complain regarding this product
I did not receive extra four protective case for it's back and I did not receive screen guard while in advertisement this is showing extra protective case and screen guard
So please send all case and screen guard otherwise I will return this product
I m not satisfied by this dealing",1
Best mobile....,5
Super Camera quality and processor and speed  . Worth of buying 😍😍😍😍,5
"Awesome phone from oneplus, you can customise your phone in all the ways... User friendly phone, display of the phone is very nice, speed, picture quality, camera, sound.. Everything is good.",5
good,5
"Really,it gives me the speed,that I had a need.",5
Awesome,5
Great phone. Excellent camera,5
Nyc phone,5
Value for money,5
"Picture quality is awesome
Soung quality is super good
Battery quality is not satisfied",5
Very fast processor. Can capture better quality pics comparatively. Battery lasts for one day for an average user.,4
Top in premium class,5
Excellent Performance and perfect look,5
Good,5
So far so good.....,5
Sound quality is good.. not very much satisfied.. if it will be improved then it's awesome,4
Good,5
Nice colour,5
Awesome phone,5
Great phone. Really a flagship killer. Battery capacity little low. But thanks to Dash charging.,5
Nice phone,5
"Nothing to say, the best of the smart world",5
"Device is awesome with zero lag. Picture quality is at its best. Reading mode is awesome for Kindle app, News paper apps etc. Battery lasts for a day at least with 3-4 hours of display usage and all time 4G on. Overall device is good.
If the cost get reduced by 3k-5k, it's THE BEST value for money smartphone.
PS: Mine is 6GB, 64GB device. I would've loved it if it had been 6GB, 128GB configuration. As I and most of the people I've known who have bought it are not high end users, and the device lacks extra memory slot, OnePlus can consider this feedback in future.",5
Invoice required,5
Awesome phone,5
Simply awesome,5
"Awesome phone, it's a beast with a beauty.",5
This phone is a beast..,5
Its been 4 months since i purchased this hello of a smartphone and my excitement is never ending..! what a device 😍,5
Great product,5
Nice product,4
"Picture Quality & Sound Quality  is Osam.....
Battery life Anbelivebal...fantasting Farfomance.....",5
Best phone,5
Awesome Picture quality .with battery life,5
"I am very interested and very happy best mobile
And good battery cam is good,",5
Photo is ok not equal to Apple iPhone and no stereo speakers battery life and dash charging is awesome,5
Awesome phone,5
Should improve camera quality with chrome mode,4
Good,5
Nice product,5
Good must buy,5
Battery Could have been better,5
Very good,5
Wow product,5
Hi,5
Super picture quality,5
Vera level,5
Awesome mobile nice to have,5
Decent nice photo like dslr,5
Best,5
Ultimate mobile,4
"First of all kudos to Amazon for providing great deal and timely delivery. I got this one for 27k and received package within 24 hours of placing order.
Now about phone, first impression is about the great screen. I've always been a fan of an Amoled display just because they offer deep blacks. Oneplus 6 is having really nice display with a notch (I don't have a problem with notch display). Great viewing angles and Color reproduction.
About performance, its Qualcomm's current year's flagship SDM845 so obviously no lag at all.
The camera, it's great even in low light photography thanks to the wide f/1.7 aperture. Edge detection is accurate in portrait pictures.
The battery, it's nice as well if not great. I am getting a full day of battery life on 90% charge with around 5.5 hours of screen on time. And the dash charging, it is the most amazing thing about this device. It charges the phone about 65-70 % in 30-35 minutes which is great!
The only con is that speaker output is not good at all. And the glass back is fingerprint magnet and seems fragile so we can't use the phone without a case.",5
"Cam is very good but always on display does not work properly, battery life is good",4
"The device works great & delivery was on time.
The dash charging is awesome.",5
"I have purchase a mobile which is one plus 6 , there is some issues relate d to  QR code is not working and battery issues. so i want to ask u how can i do right now?",3
"Performance..notch..camera
👌👌",5
It's a good buy and a reliable phone. Just go for it. If you work long hours and need good battery life in your phone with all other customizations go for this phone.,5
Good,5
"It hanging issues , battery life is not that great , speaker placement is bad, portrait mode is worst",1
Scott,5
"Picture quality is very good and sound is also awesome and battery is avrag.
Head of one plus there are one big  problems I was found in camera in  slow motion feature recording in the night time it's continuely blinking that's why video was record clearly  so take it seriously and please fix it's problems as soon as possible",4
Awesome performance,4
One plus has nailed it. A premium device with a flagship processor at not so premium price. Solid build quality.,5
Like,5
Nice product in reasonable budget.,4
"Excellent battery life, superfast charging, superior camera quality",5
This is the best phone I used.,5
Amazing quality and affordable price ... Love one plus phones,5
Good,4
"I don't say about this mobile...it's to good yaarrr...Camera, speed of mobile...is very high quality",5
Nice,5
love it.......best mobile,5
speaker sound should have been louder...no other negative feedbacks...this thing is simply awesome! oneplus6 the best!,5
Great Mobile from oneplus,5
"I am writing this after two months of use and believe me it's not just a flagship killer, it's performance, screen quality, camera quality and user interface are superb.Thumps up to One Plus team for making such a wonderful phone.",5
"i was bit confused before buying this one plus 6 but during sale i got 1 for my self at a very reasonable cost
for 8gb nd 128 gb variant i must say phone is a real beast it chrges from 30 to 80 in 10 minss
camera is super nd it has a very prenium built quality battery lastss long
in short i must say u will not regret buying this phone its really wrth the cost nd a supr flagship phone",5
"The android pie update is good and smooth, however some network related issues still persist. Rebooting the phone often solves the issue.",5
Best specification and smart phone,5
Another great product by one plus team. Really good phone for daily use.,5
Like,5
It is the best phone.,5
Excellent phone....,5
Good,4
front came is not good as vivo. but all other features are satisfactory...,4
Premium phone with almost everything perfect and  wow to OS which gives you stock android feel as well.,5
Super performance 💪,5
Nice supar,5
Like,4
"Best phone in world ...
Never  Settle..",5
Battery is very bad it's taking 2 hours to charge from 73 percent to 100 percent. Very bad.,2
Like everything,5
Battery life is good,5
"Bettry drain and
Heating issue is biggest problem in this phone
Front camara is average. Not AI camara
Processor is good
I think price is high
3.5 star",3
Superb phone ...all intergarted interface is smooth & good,5
"Got it at 28000 RS
Just AWESOME",5
The phone overall is good. Got this phone 8 gb 128gb varient in Rs34999 which was a plus point. The camara quality is just good. The dash charger is the best part of the phone as it charges the phone from 0% to 100% in just more or less than 50 min.,4
very smooth running mobile with very good battery life. loved it....,5
Disappointed to see Finger print sensor screen navigation/scroll disabled.,5
Amazing pictures,5
Value for money,5
Value for money.,4
Battery life is gud but could have been better. Please work on this aspect,5
"The phone is fully worth. Compared with iPhone 6+ and what I saw was surprising. It’s far far better than iPhone 6+ while comparing speed, camera quality, display and sound. I loved the phone.",5
Nice product but display is not good,5
Every thing is superb in this mobile but little bit front camera not gud then flagship mobiles like iPhone Samsung or Google pixel ;; but in this range this mobile is beast in all fields,4
"Battery could have been a bit better. Camera is very good but not that good when taken in the low light.
Overall a happy customer.",5
Nice phone. Good camera,5
Awesome....,5
Good,4
Awesome phone fast and amazing features. Awesome battery life and fast charging,5
As usual the FATHER of all smartphone,5
3300mah is not good one plus 6..plz upgrade the battery..,5
Superior quality ever seen.,5
I feel it heavy when I handle it. I expected a lighter weight mouse,3
"Good product, been a one plus user for a while, good to see same characteristics maintained here also. No complaints about the phone as got it for a very good price.
Unfortunately delivery and buying experience has not been upto the mark. Very poor show by Amazon, seems portal doesn't even care about its customers. Probab",4
Nice phone,5
Best in market under this price,5
"Camera and Sound is awesome...display is also quite beautiful....no lagging , no heating problem till now.",5
"Superb phone, camara quality is very good, battery life is 2days for normal users. Thank you Amazon I am happy for this product.",5
Mindblowing but the price drop 5000 in the sale,5
"I think OnePlus 6 is by far the best device to ever come out from the OnePlus family. Yes OnePlus 6T will take over but this was a great deal. I have upgraded to the latest Android P and it works wonder on this device. Evrrybody knows the configuration of the device so there is no much to talk about it but what matters is the brand providing you all this at a price range of just 35k. During the sale, the price dropped to 29,999/- but still other devices with the same configuration charge more than 50k so if you are a geek who understands electronics, you will never buy something just for the sake of the brand. Coming to the OnePlus 6 camera, I think it can click some of the most amazing pictures, breathtaking slow motion videos and other smooth videos with the help of inbuilt stabilizer. Dash charger is damn quick. Just more than an hour to charge from 0 - 100%. Being a food blogger and budding filmmaker, camera is my most important feature on this device but also being a complete enthusiast for games, it's Snapdragon 845 delivers to the promise with no lags even on heavy games like PubG and others. I would have loved to see IP68 Certification for water resistance but at this price tag, it's already a more than par device.",5
Nice,4
Excellent product,4
Very nice phone,5
Good,5
It's a complete package. Highly recommend,5
Beast of a phone,5
Awesome,5
Sound waste,5
Perfect phone but sound quality was very poor...,5
overall awesome phone..must buy...should buy the red version....could have given dual audio speaker..anyways the camera is good...gming experience is so cool..phone doesnt heat up..i like it,5
Sound quality and battery life is good.... picture quality is somewhat less than OnePlus 5,5
"Phone looks great and mobile cover provided with the phone is awesome.
Camera - clear pictures
Battery - dash charger charges phone in minutes
Slim phone
It feels bit heavier than OnePlus 5",4
Everything is average only,4
Product and it's specification is price worthy.,5
Happy with the product,5
You get what you pay for. Overall a very good performer for this price bracket. Battery should have been bigger given the screen size of the phone. Camera performance hs been improved vastly when compared to OnePlus 3T & 5. Kudos for that.,5
Nice sexy phone,5
One Plus is value for money... Awesome Quality.,5
Very advanced featureable phone,4
Excellent flagship mobile in premium segment,5
Like this,5
Good,4
Good Mobile... Delivered on time with Amazon prime.,5
Good,5
This phone is a beast nice experience to use this,5
I love one plus 6,5
Fabulous phone I am telling this after Six month and very nice work fabulous fast charger and also good quality of camera and slow motion and great portrait photo. Another thing is that it has dull flashlight not white but then and it is great phone,5
The phone is very fast. Happy with the purchase.,5
Nicr,5
"The BEST phone!!
Had been using OnePlus 3 earlier and now OnePlus 6 for last 2 months. And I am 1 loyal customer of OnePlus for lifelong now. They are bringing in better than the best Everytime in all terms..
Great job Amazon for being associated with the Best brand. 👍",5
Nice one .....speed to need....never settel,5
Better than iPhone,5
Picture quality,5
Mast bhai,5
Excellent product. Worth it,5
Its really good smartphone,5
Picture quality and sound quality  is very good and charging very speed....,5
"So far I had a very good experience, this fulfill my needs with no lag but not great camera apart everything is good and fentastic",4
Good camera,5
The mobile is awesome.but some what the life is less,5
Yes,5
Good phone! Every penny is worth,4
I didn’t got earphones,4
Awesome,5
The best sound and picture quality,5
Good,4
Hang problem in my one plus 6,5
Nice phone,5
Screen  get yellow  n dotted,5
"Excellent
The Real premium phone
Jai Shankar mahadev 👌👍🙏",5
Just to good. Sound quality would have been a little bit more.,5
"Using 8/128gb variant for 3 months now and all i can say is it's worth the price.
I'm totally enjoying everybit of the current flagship of oneplus :)",5
Nice mobile,5
Love,5
Very good,5
Best phone to buy and use,5
Picture quality is mind blowing,5
Very good product.,5
Overall ok,4
Great phone,5
Good picture quality good sound quality and good battery life,5
Good,4
"Finally after oneplus 2 this is my 2nd oneplus device i didn't had the good time handing oneplus 2 because of the infamous sd 810 but this is truly a beast it serves everything it's made for. Lately I was using lg g6 and nokia 8 and these are my thoughts after using it for 5 days.
DESIGN
It's the best looking smartphone in this range the premium finishing and glass back makes it really eye catching but the metal part looks fragile at the same time the color looks to be easily scratchable.
DISPLAY
It has one of the best 1080p AMOLED panel colors are crisp and vibrant but i miss the sharpness of ips displays
BATTERY
I am easily getting 6 hours of SOT but i am not a hardcore user  standby time and everything is at top and not to forget dash charger this thing is special
CAMERA
Pictures qualities are good they have depths in it as far my usage it gets the job done
SOFTWARE
I was really excited about that part of this phone because of its closeness to stock Android and  it's smooth buttery smooth but have some bugs in pie i can see lags and stutter time to time. Gestures are not optimised completely and it's just doesn't feel original like i was using in nokia 8 which is android one device.
PERFORMANCE
6gb ram and sd845 nothing to say anything here.
My final thoughts
I got this Device for 27000rs and it's the best you can get for this price as far as i can tell a premium design amoled display and top notch performance but i wouldn't have bought it for 35000rs it doesn't justify 35000 imo display could be better build quality could have been better i know software bugs would be iron out with time. Lg g7 would be the best choice if you are going to spend this much of money",5
"I will come to technical review ..
1. Awesome package of performance and quality.
2. Battery charging is like fast as flash
3. Little more battery.. would be make it a "" char Chand lag jaye"".",5
The product is good and I'm  satisfied with it but I did'nt  got handset in the box. every thing eles is good,4
Battery drain issue. Camera has pixel issues.  Photos come blur. Software and touch feedback issue as well. Amazon support is too lazy this time. I have initiated a refund request but they are saying they will provide only replacement for this time. Still no updates from Amazon support.,1
Nice,5
Wonderful Phone,5
Overall good phone for use. Speed is excellent for multitasking purpose work.,5
Good product,5
Overall good though it has issues,4
Success phone,5
"camera quality is awesome  , i get wht i want , and overall phone is awesome , i love it",5
"It has been 3 months I have been using this mobile. Picture Quality is Good, Battery runs for the entire day with heavy use too. Dash charging is Superb. I will rate it as the best mobile for the price. No heating and hanging till now.",5
Nice product with unsure able price,5
Good,5
Beast,5
Oneplus 6 is the best phone in this budget,5
Best design.... Superfast processer...,5
Awesome phone,5
The Best Beast that you can have to perform any task..!! Thanks One Plus 💝..!!,5
Using it since last six month I don't have any issue with this mobile it's really,5
Really it's very very good,5
Picture and sound quality are good.,4
Battery,5
"Loved it..!! Camera is awesome..phone is really fast, looks are also good, display and battery life is also really good👍",5
Awesome,5
I love it,5
Speed is awesome,5
Its a nice phone.,4
Top of all smartphones,5
Good,4
"amazing phone it is and having all latest features.
Amazon is best !!!",5
"overall good product but after using it for around 5 month... battery life is not as good as expected also, but and due to single. speaker sound is also not that good... but it good phone to be called premium for but you can also go for poco f1 it's very competitive and 20 k cheap..",4
Better Than the Expectations... Good Product Value for Money..,5
"Awesome phone with good features , every features are good",4
"What a beautiful beast..
If you don't have it,you are missing on something truly brilliant.
love my one plus 6.
Camera needs to be a little better under artificial light. But in sunlight the picture quality is just mind blowing.
This phone is insanely fast too.
I was confused between Asus Zenfone 5z and this . But the Puja offer on OP6 was too good to let go.",5
Awesome handset,5
Super,5
Best phone i ever had. Batteru life is somewhat okay and sound quality espiically feom headphone is average....but except that its the best phone anyone can buy in budget range...,5
Nice camera. Picture quality is nice. Better than 5T. Sound is awsome. Batter is nice. Thank you Amazon.,5
All are excellent.,5
Good phone very happy to buy it,5
Superb phone received.Very good & prompt service of Amazon.Fully satisfied with the " One plus 6" mobile.,5
😍🥰,5
"Excellent mobile,great speed,Superb Performance",5
Speedy,5
The battery life should be increased little bit more and dual speakers are much effective than the single speaker,4
Best phone created here.,5
Excellent phone......,5
"mobile net and even Wifi is not working.Did all the settings, wiping cache but nothing is working.Worst experience",1
"I had purchased midnight black and my device is handheld by myself only but after few days i saw that color from volume key is getting removed even while my product is being protacted by cover from the 1st day itself and 2nd reason was after spending more money didnt got any free screen replacement option.phone is good to use,smooth
camera 3.5*
Screen quality 4*
Speaker volume 2.5* they could have added dual speakers or increased the volume level.
Vibration sensitivity 2.5*
 earphones volume clarity 4*
Software 4*
Charging 5*",3
"Its the 2nd phone i bought from Amazon. While comparing both the handset i found that it is more heavy than other one. I compared it with several oneplus 6 device and found the same.
I am not getting any solution from technical team. Request you to check and provide the solution.",5
"The product is awesome but with few glitches like we donot have a dedicated music application which is quite upsetting.
Overall experience is great as of now",4
Amazing Snaps and Blazing fast !!!,5
Good one,5
Great deal got it for 25 thousand only.,5
What can i say more !?,5
Perfect in every sense,5
Awesome  mobile,5
Good phone with good picture quality and build quality.,4
"Excellent product, No complaints.",5
"Built quality......
Overall best mobile",5
Phone which beats even iphone xs max,5
"I bought this one plus 6 just 27000rs during great Indian festival sale and at this price it is super value for money for me .
1. Camera 8/10 for both
I am giving 8 because photo are not as good as I expect in portrait mode .and slow motion at 480 fps 720 p it shows sometime framedrop and lag.
2.processer. 10/10
It is super fast and no lag till now I am using this device from 3 days.antutu benchmark is 295000 for my device which is too good
3.sound quality.8/10
It is good not best
4. Display 10/10
Optic emoled 1080p display too good
5.battery 8/10",5
awesome devices. love you one plus 6,5
Solid feel and Good Performance. Never let you feel bad...,5
Nice,5
"Moved to Android after using iPhone for 5 years and am loving my new op6... Quick call out are:
Great screen, ultrafast processer,  superb camera and dash charge .
it took sometime for me to get used to Android but overall great experience..",5
Super fast.. Enjoying it,5
"I satisfied fully about Sound quality and battery life compared to my old mobile Samsung J7. I purchased 128GB with 38,500/-. But I missed extra 5000/- discount  in Great Indian festival sales time due to early purchase. Very Unlucky person.......",5
Product got automatically switched off only after two months of use....not getting any nearby service center.... running without any phone since last few days...,3
Battery life is about a day and sound could be better. But camera quality is too good to ignore those.,4
Best in everything ...,5
Have been using it for four months. Till now no issues. Battery life is good. Camera is ultimate.,4
Awesome phone with power to have,5
Very nice phone specially for mirror black colour is looking awesome this performance 845 is outstanding.....i like oneplus 6,5
Awesome phone,5
Amaazzzingly amazing phone,5
Very good quality,4
Only in single words.. Awesome,4
Like,4
"Best phone..,n also never settle if u need speed buy it",5
Picture quality,5
"Great pictures quality..
Value for money..",5
All rounder,5
Best smartphone ever,5
Nice,5
"Both the phone 2 weeks back , had a battery issue but solved it with data saver and now battery is solid hard and last more than a day with proper usage of around 6 hour 35 min screen on time, wow I must say .. coming to camera I find it great as 19:9 take a vivd photos but 4:3 lacks the vivid output , might be with software .. video is great over all 8/10 as I came from iPhone 8 plus and Samsung Galaxy S8 but still gives a great output . Hardware is great and software is smooth",4
I love oneplus,5
Great phone,5
Why one plus 6 T.....🖕🖕🖕🖕🖕🖕,5
All ok,5
Good phone,5
Satisfactory,4
Macro shots and closeup focussing abilities are not up to the mark...needs lot of improvement,4
Long battry backup,5
"Amazing phone. Just love it. The sound quality , pictures and everything about the phone is just off the charts. Love it #thespeedyouneed",5
Working condition is excellent,5
Not good,1
Superb,5
"Picture quality is good...
Sound is great for a phn
Battery can go easily for a day for a normal user...charging is very quick.1 hour 80-90%",5
Excellent,5
It's a beast. Got it effectively for 27k in the sale and it is worth every single penny!,5
Mst,5
Nice phone..,5
Nice phone worth the cost,5
"All things are good...
I am really happy with 1+6...",5
Gr8 phone! Ll review after 6 months!!,5
Awesome phone,5
Awesomr,5
Perfect,5
Too good. Go for it.,5
Worth for the money I paid. I have used this mobile almost a year now and had no issues at all.,5
The battery life is amazing. The speed is great. Competive flagships like these mark the beginning of the era of "smart" smartphones,4
Best phone at this price,4
Awsm phn,5
Need that speed I want it stands for that speed,5
Thanks to one plus,4
I was looking for battery speed and camera... So everything is there in this phone...,5
"Awesome phone.Battery life even get better after android pie update.
Go ahead and purchase🙂🙂🙂",5
One plus 6 is excellent. But the delivery experience was horrible. The delivery boy dragged me about 1 hour in my home town.  And also the back cover included inside the box is full of dirt and sticky. Looks like someone used for 6 months. I mailed the same to Amazon regarding replacing the back cover.,5
I like you,5
verry good phone,5
Good,5
Nice phone..but the camera needs to improved.. Other than that everything is good,4
Owsame,5
Good,5
"Awesome display, camera",5
Good Phone with great specification. Only battery could have been better.,5
Awesome,5
It is an excellent phone,5
Excellent phone,5
Not excellent,3
Good,5
Top picture quality,4
Phone performances is grate..,5
Awesome performance of op6,5
"It's very smart phone, will get to know once u start using. Features are amazing. Battery life is 1 with more than normal usage. Rest I don't find any flaw.",5
"Photos quality good.
Battery backup is not improved from oneplus5.
Notoch is not better..
Sound quality in speaker is very loud and not preferable option to play music.
Headphone sound quality is good.
Dash charging is good
Overal not good as compared with 40k",3
1st time I'm using 1+ phone.. It's impressive. Battery could have been better... It delivered quick.,4
Nice mobile,5
Excellent phone.it never settle at any point. Phone is always running with speed. Only you should have a good 4G internet speed,5
No complains,5
Awesome,5
All in1 fone and Amazon delivery is already no1,5
Nothing,5
"Amazing, No Cons",5
Also my one plus 6 mobile over heating and creaked back mirror cover please help me,5
Great product..,5
"This is my 4th OnePlus Device..
Battery Life something like to compare then previous OnePlus model.. And big issue is this phone is not face recognisekuch faster to compare then my old OnePlus 5...",5
Over all mobile is very good m just loving the experience of using this stock Android oxygen os it's giving the better feel but the sound quality of audio speakers would have been better then this for this price range even hear phone output is little weak compare to phones of this price but over all apart from this none can beat to this mobile by it's unique features and camera,5
Speed you need ......,5
"Very nice phone but I purchased it 3 weeks before amazon sale, so lost 5000, next day of my purchase itself I came to know about the 6t, of course you can't predict the future, I think better to go for 6t, great phone because I am tired of mi, Lenovo, honor and all",5
Worth for money spent . Excellent phone.,5
Good,5
nice phn,5
Good...but could have given a 4000mah battery,4
Good,5
Nice phone,4
I love this phone,5
Very nice,5
I'll wait for OnePlus 7.,1
Great product to have. Happy to posses it. Value for money and worth it. Have been seeing some great performance in battery post pie update. Keep rocking one plus.,5
I like mostly in the device is dash charger and screen quality and actually suggest to improve some battery life,5
Simply amazing,5
Wow  wow,5
😍😘😘,5
Good phone,4
Except battery life everything is cool...,5
"Speed of RAM,. Camera quality, battery, look , performance are very good",5
Good phone,4
Excellent camera and photos quality is very nice,5
"One of the best smart phones... Super fast and cool... Easy interface with the smart features
Loving it",5
Best phone in india,5
Picture quality will break when u zoom,4
All fine,4
Its just amazing,5
Best smartphone ever,5
Super,5
Great,5
Storage is less and body is weak to handle it. Battery is fastly discharged,4
The photo quality is not that great..,5
Camera picture Quality is not as the buzz is created.,5
Battery life is not so good but overall phone is best,4
After 5 months of use I'm writing review..... It's not just a phone..... It's my gf.. need to find a better case for it other than that super fast phone,5
I like processor. And degine and touch cam assom,5
"It's the phone fulfill all your requirements.
I've been using this phone from last 6 months the quality and the  performance is still the awesome.
I played PUBG for hours watched movies, surffing, browsing, multitasking and in all areas it's the King.
The best part is it makes your every click memoriable.
The only thing I wish it could have is wireless charging.",5
Too good,5
Go for this than apple as you get a better performance in most of the categories for half the price.,5
Great phone...,5
Superb mobile at reasonable price,5
Canera performance battery life the speed what you need,5
Sound quality ok picture quality good but speed is not good hang hang,2
Awsm product,5
I love the performance of this phone. It's super fast. If u are a customer who doesn't want to change the phone for years then it is the best option.,5
"Totally satisfied with this device.
I switched from IOS and I feel like I did the right thing this time.
Happy with my oneplus. 🙂",5
Nil,5
Product is good.,5
Very good phone.. camera quality is just awesome and speed (Ram)  UI is little  bit boring...sound quality is good but need to be more loud and head phone is missing in box...,5
I love the red color..its really vibrant.. Nd the camera is awsum..,5
By default there are many battery draining options activated. So to get a hood battery life u need to disable certain options. Other than this issue everything is fine.,5
"don,t understand but if we ae purchasing any costly thing, it is only for Quality Purpose.
One plus 6's back finger touch sensor is not work some time. It has stopped working and then have to press lock button for on the screen.",4
"Thanks to Amazon for delivering the phone before Our Durga Puja Festival;that too just in three days and during the AMAZON GIF I got this flagship phone at the lowest price ever (₹ 27999 bundled with ₹ 1000 cash back as APB) 😊
About the phone I must mention that the Glass Back Look is so stylish and beautiful ❤ ❤ It is so shiny and awesome.
Performance wise this is a BEAST as everyone knows with its specification.And I just have updated my phone to ANDROID 9.0 PIE with Oxygen O.S 6.0 😊
Picture Quality is excellent with the front and rear camera both.
Surely I would like improvement in Sound Quality with stereo sound effect in near future.
Dash charging process is the BEST I have ever seen and it roughly takes One and half hour to get fully charged 😊 But I think a 4000 mAH battery would have been more apt with such a high quality phone.
Overall I am pretty happy for now and looking forward to use it as it is meant for: THE SPEED U NEED 😊",5
All is good,5
Sound quality can be better,5
No stereo speaker (The only con),5
All good,4
"I was using Nexus 5x a Stock Android Phone. When i bought this, i was  bit sceptical  with regards to the Camera,Display and The Stock android experience. Even though it is not Stock Android, I am Very Comfortable with the UI on ONE PLUS. Moving on, the battery life is Amazing it gives me about 1 Complete day regular usage(Without Gaming), If i switch on the battery saver it gives me roughly more than 1 and half day for my usage. Camera is Good but not that great(as compared to high end devices like samsung s9 or note and even pixel 3xl) and the Display is quite Bright and can been used in daylight. The processor is quite fast with 6gb RAM. One plus 6 is just a premium phone bundled at a Mid Range Price!!!",5
Simply superb,5
Only one issue is product service no service center,4
Very Good,4
A perfect phone available at this time in market. I couldn't wait fir the deal to buy it.,5
Nothinhlg to dislike but needs improvement like built in video calling feature and softwares stability..,4
Great phone.. good battery life.. smooth and fast and very good quality pictures,5
"This is my first experience of oneplus phone having issue. Opened the brand new One plus 6, did all the settings and discovered display has problem. For incoming calls, there is just ringtone but no display.",1
Better than expected,4
Good ok,4
Mobile display get blacked after 11 days of use. And  there is no support from Amazon team.,1
"Great picture quality, sound quality but battety life needs to be upgrade...",5
Okies,4
"Portrait mode is worst, its not working properly",3
Loved😍😍😍,5
Nice,5
"I have been using Iphone for a very long time. Then I thought of using android phone but was not able to choose a best phone for my self. Then one of my friend suggested me Oneplus. So I purchased Oneplus 3T and I was amazed by its performance. I have been using Oneplus 3T for almost 2 yrs then thought of upgrading to Oneplus 6. This was best decision for me. I have been using it from last 2 months now. Battery life amazing last for one and a half day on 4G. Camera superb. RAM 6GB has never let me down.
Thank you Oneplus for making such an amazing phone. One of the best phone in Android.",5
Good product,5
Very good,5
Fabulous phone...,5
"Comparing to one plus 5T , I liked the 5T better than 6 regarding screen brightness and battery back up though both one plus 5T and 6 had same battery configuration but there is a lot of difference in battery performance 5T last much longer than 6 I would say if 5T has a moderate 2o hours battery whereas one plus 6 lasts only 15 hrs. which is huge difference for same configuration, one plus 6 also does not feature fingerprint sliding gesture which is a cool feature on one plus 5T.
some feature are good in one plus 6 such as front portrait camera and  hiding notch display . It is copairtively a bit faster than one plus 5t.",4
"The product is awesome, fast charging doesn't realise u that u r having battery of low power.
But the offer which Amazon was giving during purchase was a bluff, which they played very well, this doesn't suit Amazon seriously disappointed.",4
"Very responsive, voice assistant is too good, good quality camera. I think the phone is very stable.
Only compliant is : the back panel made of glass is too delicate. My phone which is just (5 days old) has fallen from 2 feet and the back glass broke (despite being covered in a case)
I think they should go with a metal back or toughened glass.",4
Very nice.. really appreciate your work OnePlus.. it's an great experience which will be continue for more,5
Excellent mobile.,5
Phone is good but after installation of android 9 my messaging app stops working.,5
Awesome mobile.Sound quality and battery life  is awesome.Picture quality is good but they should upgrade this.Overall Finest mobile,5
Value for money. No issues after spending 3 months with it.,5
"Phone is good, but after new update phone is slowing down a bit as well as this new update is absorbing battery",5
Value for money,5
"The best oneplus
.",4
"1plus6 having good features, picture quality is awesome.",5
Nice mobile,5
"Picture quality of HD stream is good but other regular stream is ok
For sound you have to increase volume more than 50 % to hear clear sound , especially in hearing song or dialogue,or hearing news
Weight is also above average
Battery life is OK
Buttons given for ON/OFf are very crude should have been suffice with body
Taking into consideration above points price charge is much higher comare with other phones available in market with same specification",3
Nice phone..worth for price,5
Good phone working smoothly as expected,5
Nice,5
